,GA,time
0,342.0,58.89806246757507
1,364.0,58.83381509780884
2,396.0,59.81531023979187
3,392.0,60.25902819633484
4,346.0,59.32618951797485
5,304.0,59.199719190597534
6,332.0,59.62807750701904
7,328.0,58.99017143249512
8,340.0,59.55027961730957
9,362.0,59.645665407180786
10,341.0,59.59444522857666
11,358.0,59.68990468978882
12,350.0,59.43692636489868
13,352.0,60.003746032714844
14,304.0,59.41374468803406
15,387.0,59.56935787200928
16,360.0,59.23252868652344
17,341.0,59.35978865623474
18,343.0,59.8230996131897
19,340.0,59.69611144065857
20,390.0,59.52587676048279
21,326.0,59.90640068054199
22,355.0,59.98362398147583
23,364.0,60.196346282958984
24,362.0,59.89459681510925
25,311.0,59.31312346458435
26,344.0,59.33732461929321
27,356.0,59.2969753742218
28,339.0,60.19495344161987
29,379.0,59.57796621322632
30,342.0,59.55099129676819
31,369.0,59.91338586807251
32,392.0,60.27509784698486
33,370.0,59.94428324699402
34,360.0,59.56092429161072
35,347.0,59.61468195915222
36,343.0,59.2893500328064
37,372.0,59.24229192733765
38,349.0,60.681222677230835
39,340.0,59.52920889854431
40,337.0,59.60142493247986
41,389.0,59.25073313713074
42,347.0,59.28098487854004
43,314.0,59.993892192840576
44,311.0,60.05873680114746
45,303.0,59.91507959365845
46,351.0,59.945560693740845
47,348.0,59.79759407043457
48,344.0,60.07038617134094
49,379.0,59.67327857017517
50,342.0,60.209712266922
51,325.0,59.55516481399536
52,364.0,59.75317406654358
53,363.0,59.99677348136902
54,334.0,59.54815673828125
55,369.0,59.32651615142822
56,340.0,59.639984369277954
57,355.0,59.840579986572266
58,369.0,60.11968946456909
59,316.0,59.98992466926575
60,334.0,59.753265380859375
61,336.0,59.42414617538452
62,342.0,59.596341371536255
63,335.0,60.15359377861023
64,375.0,59.76230764389038
65,304.0,59.498170375823975
66,395.0,59.58831214904785
67,336.0,59.66096758842468
68,364.0,60.15054702758789
69,351.0,59.63862109184265
70,328.0,59.43706297874451
71,360.0,59.58756494522095
72,340.0,59.73636317253113
73,366.0,60.00401592254639
74,322.0,59.45748734474182
75,360.0,59.63359808921814
76,290.0,59.84636569023132
77,340.0,60.14660406112671
78,349.0,59.935787200927734
79,351.0,59.63098621368408
80,318.0,59.524083614349365
81,413.0,59.902623414993286
82,359.0,59.56680631637573
83,351.0,60.22359108924866
84,334.0,59.4364287853241
85,351.0,59.8347864151001
86,319.0,59.55263352394104
87,357.0,59.50404596328735
88,322.0,59.91970229148865
89,422.0,59.77046346664429
90,318.0,59.25633192062378
91,374.0,59.8358039855957
92,322.0,59.635477781295776
93,347.0,59.967236280441284
94,315.0,59.6457793712616
95,338.0,59.970282554626465
96,306.0,59.40180015563965
97,366.0,59.66091728210449
98,352.0,60.01950788497925
99,365.0,59.39859962463379
